District,Original Maize Production Value,Perturbation,Factor,New Maize Production Values,Percentage Change,Change,Initial Stress,Initial Stability,Stress,Stability
BENGALURU,2879,-20,TotalNPK,848,-70.54532823897186,-2031,0.03982434326688501,0.960175656733115,0.03818727182280381,0.9618127281771962
BENGALURU(R),42583,-20,TotalNPK,28510,-33.048399596082945,-14073,0.008581672125402659,0.9914183278745974,0.004178646408606865,0.9958213535913931
RAMANAGARA,10450,-20,TotalNPK,9419,-9.866028708133971,-1031,0.07660864232474762,0.9233913576752524,0.07176968542111076,0.9282303145788893
CHITRADURGA,271975,-20,TotalNPK,221442,-18.580016545638387,-50533,0.14489911447171566,0.8551008855282843,0.16464971375091697,0.835350286249083
DAVANAGERE,593544,-20,TotalNPK,474412,-20.071300527003896,-119132,0.6682534628154498,0.33174653718455016,0.665423724526361,0.334576275473639
KOLAR,1759,-20,TotalNPK,735,-58.21489482660602,-1024,0.12177361745717251,0.8782263825428275,0.0996370243585744,0.9003629756414256
CHIKKABALLAPURA,105491,-20,TotalNPK,67498,-36.015394678218996,-37993,0.11527536290485627,0.8847246370951437,0.08369026640697677,0.9163097335930233
SHIVAMOGGA,226532,-20,TotalNPK,178197,-21.336941359278157,-48335,0.013504980254201882,0.9864950197457981,3.3304385217980403e-05,0.999966695614782
TUMAKURU,66868,-20,TotalNPK,54138,-19.037506729676377,-12730,0.09076231681463982,0.9092376831853601,0.0784866318727182,0.9215133681272818
CHIKKAMAGALURU,61353,-20,TotalNPK,30149,-50.859778657930335,-31204,0.2559670627379171,0.7440329372620829,0.296907389719123,0.703092610280877
DAKSHINA KANNADA,0,-20,TotalNPK,0,,0,0.17408987370776222,0.8259101262922378,0.15991163798554844,0.8400883620144516
UDUPI,109,-20,TotalNPK,100,-8.256880733944955,-9,0.13121899977086787,0.8687810002291321,0.12105880542650692,0.8789411945734931
HASSAN,333937,-20,TotalNPK,268749,-19.521047383189043,-65188,0.47762227119359874,0.5223777288064013,0.49159872291032547,0.5084012770896745
KODAGU,17921,-20,TotalNPK,4458,-75.12415601807935,-13463,0.23437071781255195,0.7656292821874481,0.25713093260710096,0.742869067392899
MANDYA,19387,-20,TotalNPK,13844,-28.5913240831485,-5543,0.2019597536155702,0.7980402463844298,0.20811699535424905,0.791883004645751
MYSURU,137154,-20,TotalNPK,110583,-19.373113434533444,-26571,0.012419045597293538,0.9875809544027064,0.018593543165012716,0.9814064568349873
CHAMARAJANAGAR,147886,-20,TotalNPK,119997,-18.858445018460166,-27889,0.15537573176265507,0.8446242682373449,0.15889494082499317,0.8411050591750069
BELAGAVI,576758,-20,TotalNPK,468176,-18.82626682248014,-108582,0.7253265132829243,0.2746734867170757,0.72259976560458,0.27740023439542005
VIJAYAPURA,226327,-20,TotalNPK,202896,-10.35271973737115,-23431,0.09608756890811804,0.903912431091882,0.13978356365353317,0.8602164363464668
BAGALKOT,251699,-20,TotalNPK,200115,-20.494320597221286,-51584,0.04244302023101909,0.9575569797689809,0.01922969908012445,0.9807703009198756
DHARAWAD,90634,-20,TotalNPK,76135,-15.997307853564887,-14499,0.33286201191487064,0.6671379880851294,0.3561998853317371,0.6438001146682629
GADAG,138476,-20,TotalNPK,125903,-9.0795516912678,-12573,0.18330281447421884,0.8166971855257812,0.16354862139117182,0.8364513786088281
HAVERI,413487,-20,TotalNPK,364622,-11.81778387228619,-48865,0.38823575000336963,0.6117642499966304,0.45709937474479684,0.5429006252552031
UTTARA KANNADA,24088,-20,TotalNPK,21781,-9.577382929259382,-2307,0.3999973043279016,0.6000026956720984,0.41243686921915973,0.5875631307808402
BALLARI,104045,-20,TotalNPK,78976,-24.094382238454514,-25069,0.23687905674582324,0.7631209432541768,0.26213170950867304,0.737868290491327
BIDAR,2791,-20,TotalNPK,2047,-26.657112146184165,-744,0.019931125577884706,0.9800688744221153,0.022037806800839776,0.9779621931991602
KALABURAGI,14621,-20,TotalNPK,12502,-14.492852746050202,-2119,0.1055400554409895,0.8944599445590105,0.11875050940251652,0.8812494905974835
YADGIRI,2673,-20,TotalNPK,1573,-41.1522633744856,-1100,0.13121857857210248,0.8687814214278975,0.14840686997799382,0.8515931300220062
RAICHUR,723,-20,TotalNPK,539,-25.44951590594744,-184,0.25992377987141646,0.7400762201285835,0.26909605996475633,0.7309039400352437
KOPPAL,190252,-20,TotalNPK,157447,-17.242919916742004,-32805,0.11870122518296872,0.8812987748170313,0.12762156100604538,0.8723784389939546
VIJAYANAGARA,104045,-20,TotalNPK,78976,-24.094382238454514,-25069,0.3053716320946721,0.6946283679053279,0.3333761934071371,0.6666238065928629
BENGALURU,2879,-20,SowingSeedsDistributed_Maize,2813,-2.2924626606460574,-66,0.03982434326688501,0.960175656733115,0.041308284291534624,0.9586917157084653
BENGALURU(R),42583,-20,SowingSeedsDistributed_Maize,40605,-4.645046145175305,-1978,0.008581672125402659,0.9914183278745974,0.03820812783429828,0.9617918721657017
RAMANAGARA,10450,-20,SowingSeedsDistributed_Maize,6631,-36.54545454545455,-3819,0.07660864232474762,0.9233913576752524,0.0793365260139938,0.9206634739860062
CHITRADURGA,271975,-20,SowingSeedsDistributed_Maize,198530,-27.004320250022978,-73445,0.14489911447171566,0.8551008855282843,0.09459865144981061,0.9054013485501894
DAVANAGERE,593544,-20,SowingSeedsDistributed_Maize,503652,-15.14495976709393,-89892,0.6682534628154498,0.33174653718455016,0.7040039551118629,0.29599604488813713
KOLAR,1759,-20,SowingSeedsDistributed_Maize,1003,-42.97896532120523,-756,0.12177361745717251,0.8782263825428275,0.09149174429963546,0.9085082557003645
CHIKKABALLAPURA,105491,-20,SowingSeedsDistributed_Maize,53561,-49.226948270468576,-51930,0.11527536290485627,0.8847246370951437,0.05048194652921726,0.9495180534707828
SHIVAMOGGA,226532,-20,SowingSeedsDistributed_Maize,170553,-24.711299065915632,-55979,0.013504980254201882,0.9864950197457981,0.00806270996640529,0.9919372900335948
TUMAKURU,66868,-20,SowingSeedsDistributed_Maize,42799,-35.99479571693486,-24069,0.09076231681463982,0.9092376831853601,0.0916817848151388,0.9083182151848612
CHIKKAMAGALURU,61353,-20,SowingSeedsDistributed_Maize,40267,-34.36832754714521,-21086,0.2559670627379171,0.7440329372620829,0.25622652148705855,0.7437734785129415
DAKSHINA KANNADA,0,-20,SowingSeedsDistributed_Maize,0,,0,0.17408987370776222,0.8259101262922378,0.16186176169259725,0.8381382383074027
UDUPI,109,-20,SowingSeedsDistributed_Maize,109,0.0,0,0.13121899977086787,0.8687810002291321,0.1101996021062162,0.8898003978937838
HASSAN,333937,-20,SowingSeedsDistributed_Maize,269569,-19.275492083836173,-64368,0.47762227119359874,0.5223777288064013,0.4562472368487236,0.5437527631512764
KODAGU,17921,-20,SowingSeedsDistributed_Maize,16143,-9.92132135483511,-1778,0.23437071781255195,0.7656292821874481,0.22962018748395052,0.7703798125160495
MANDYA,19387,-20,SowingSeedsDistributed_Maize,13660,-29.540413679269612,-5727,0.2019597536155702,0.7980402463844298,0.20235122664061694,0.7976487733593831
MYSURU,137154,-20,SowingSeedsDistributed_Maize,125806,-8.27391107805824,-11348,0.012419045597293538,0.9875809544027064,0.03513537124840166,0.9648646287515983
CHAMARAJANAGAR,147886,-20,SowingSeedsDistributed_Maize,133068,-10.019880177974926,-14818,0.15537573176265507,0.8446242682373449,0.16751447427985994,0.83248552572014
BELAGAVI,576758,-20,SowingSeedsDistributed_Maize,475954,-17.47769428425787,-100804,0.7253265132829243,0.2746734867170757,0.7099219302216611,0.29007806977833894
VIJAYAPURA,226327,-20,SowingSeedsDistributed_Maize,203570,-10.054920535331622,-22757,0.09608756890811804,0.903912431091882,0.12771278581242607,0.8722872141875739
BAGALKOT,251699,-20,SowingSeedsDistributed_Maize,203533,-19.136349369683632,-48166,0.04244302023101909,0.9575569797689809,0.032179361940387397,0.9678206380596126
DHARAWAD,90634,-20,SowingSeedsDistributed_Maize,69670,-23.130392567910498,-20964,0.33286201191487064,0.6671379880851294,0.3126757165662004,0.6873242834337996
GADAG,138476,-20,SowingSeedsDistributed_Maize,103604,-25.18270313989428,-34872,0.18330281447421884,0.8166971855257812,0.18775237096816272,0.8122476290318372
HAVERI,413487,-20,SowingSeedsDistributed_Maize,317416,-23.234345940742998,-96071,0.38823575000336963,0.6117642499966304,0.33898122399706826,0.6610187760029318
UTTARA KANNADA,24088,-20,SowingSeedsDistributed_Maize,11625,-51.739455330454994,-12463,0.3999973043279016,0.6000026956720984,0.3874012214783224,0.6125987785216775
BALLARI,104045,-20,SowingSeedsDistributed_Maize,83854,-19.40602623864674,-20191,0.23687905674582324,0.7631209432541768,0.21941992827246928,0.7805800717275307
BIDAR,2791,-20,SowingSeedsDistributed_Maize,2617,-6.234324614833393,-174,0.019931125577884706,0.9800688744221153,0.021518826491307493,0.9784811735086925
KALABURAGI,14621,-20,SowingSeedsDistributed_Maize,13455,-7.974830722932769,-1166,0.1055400554409895,0.8944599445590105,0.11151549085479656,0.8884845091452034
YADGIRI,2673,-20,SowingSeedsDistributed_Maize,2673,0.0,0,0.13121857857210248,0.8687814214278975,0.13873799104672804,0.861262008953272
RAICHUR,723,-20,SowingSeedsDistributed_Maize,621,-14.107883817427386,-102,0.25992377987141646,0.7400762201285835,0.2554958582513323,0.7445041417486677
KOPPAL,190252,-20,SowingSeedsDistributed_Maize,152880,-19.643420305699806,-37372,0.11870122518296872,0.8812987748170313,0.11473557138659232,0.8852644286134077
VIJAYANAGARA,104045,-20,SowingSeedsDistributed_Maize,83854,-19.40602623864674,-20191,0.3053716320946721,0.6946283679053279,0.2835330744244041,0.7164669255755959
BENGALURU,2879,-20,LivestockCensus_2012_Cattle,1011,-64.88364015283085,-1868,0.03982434326688501,0.960175656733115,0.025577192767795794,0.9744228072322042
BENGALURU(R),42583,-20,LivestockCensus_2012_Cattle,24370,-42.770589202263814,-18213,0.008581672125402659,0.9914183278745974,0.008640243959829451,0.9913597560401706
RAMANAGARA,10450,-20,LivestockCensus_2012_Cattle,4827,-53.80861244019138,-5623,0.07660864232474762,0.9233913576752524,0.06373111711389497,0.936268882886105
CHITRADURGA,271975,-20,LivestockCensus_2012_Cattle,211002,-22.41860465116279,-60973,0.14489911447171566,0.8551008855282843,0.1049686108784248,0.8950313891215752
DAVANAGERE,593544,-20,LivestockCensus_2012_Cattle,531235,-10.497789548879274,-62309,0.6682534628154498,0.33174653718455016,0.7157218556759251,0.28427814432407494
KOLAR,1759,-20,LivestockCensus_2012_Cattle,101,-94.25810119386014,-1658,0.12177361745717251,0.8782263825428275,0.0732839515468672,0.9267160484531328
CHIKKABALLAPURA,105491,-20,LivestockCensus_2012_Cattle,53694,-49.10087116436473,-51797,0.11527536290485627,0.8847246370951437,0.0610803128558924,0.9389196871441076
SHIVAMOGGA,226532,-20,LivestockCensus_2012_Cattle,150356,-33.62703723977186,-76176,0.013504980254201882,0.9864950197457981,0.06357035963368374,0.9364296403663163
TUMAKURU,66868,-20,LivestockCensus_2012_Cattle,39267,-41.27684393132739,-27601,0.09076231681463982,0.9092376831853601,0.09336357732453623,0.9066364226754637
CHIKKAMAGALURU,61353,-20,LivestockCensus_2012_Cattle,43833,-28.556060828321357,-17520,0.2559670627379171,0.7440329372620829,0.240363895988996,0.759636104011004
DAKSHINA KANNADA,0,-20,LivestockCensus_2012_Cattle,0,,0,0.17408987370776222,0.8259101262922378,0.15401423099005146,0.8459857690099486
UDUPI,109,-20,LivestockCensus_2012_Cattle,68,-37.61467889908257,-41,0.13121899977086787,0.8687810002291321,0.09428736811392323,0.9057126318860768
HASSAN,333937,-20,LivestockCensus_2012_Cattle,268731,-19.526437621467522,-65206,0.47762227119359874,0.5223777288064013,0.4356113584383559,0.5643886415616441
KODAGU,17921,-20,LivestockCensus_2012_Cattle,14639,-18.313710172423413,-3282,0.23437071781255195,0.7656292821874481,0.21044735380763696,0.789552646192363
MANDYA,19387,-20,LivestockCensus_2012_Cattle,15598,-19.544024346211376,-3789,0.2019597536155702,0.7980402463844298,0.17264751004734252,0.8273524899526574
MYSURU,137154,-20,LivestockCensus_2012_Cattle,110577,-19.377488079093574,-26577,0.012419045597293538,0.9875809544027064,0.014198047944883163,0.9858019520551169
CHAMARAJANAGAR,147886,-20,LivestockCensus_2012_Cattle,113170,-23.474838727127654,-34716,0.15537573176265507,0.8446242682373449,0.130832243106472,0.869167756893528
BELAGAVI,576758,-20,LivestockCensus_2012_Cattle,452351,-21.570051910853426,-124407,0.7253265132829243,0.2746734867170757,0.6393686409969223,0.36063135900307774
VIJAYAPURA,226327,-20,LivestockCensus_2012_Cattle,188296,-16.803562986298587,-38031,0.09608756890811804,0.903912431091882,0.10770638229785306,0.892293617702147
BAGALKOT,251699,-20,LivestockCensus_2012_Cattle,192581,-23.48757841707754,-59118,0.04244302023101909,0.9575569797689809,0.02190330079908137,0.9780966992009186
DHARAWAD,90634,-20,LivestockCensus_2012_Cattle,64489,-28.846790387713224,-26145,0.33286201191487064,0.6671379880851294,0.3066293636526207,0.6933706363473793
GADAG,138476,-20,LivestockCensus_2012_Cattle,111676,-19.353534186429417,-26800,0.18330281447421884,0.8166971855257812,0.15609852513482733,0.8439014748651726
HAVERI,413487,-20,LivestockCensus_2012_Cattle,339060,-17.999840381922528,-74427,0.38823575000336963,0.6117642499966304,0.3623271379763328,0.6376728620236671
UTTARA KANNADA,24088,-20,LivestockCensus_2012_Cattle,6438,-73.27299900365327,-17650,0.3999973043279016,0.6000026956720984,0.36674315510084987,0.6332568448991501
BALLARI,104045,-20,LivestockCensus_2012_Cattle,80930,-22.216348695276082,-23115,0.23687905674582324,0.7631209432541768,0.2312121754025996,0.7687878245974004
BIDAR,2791,-20,LivestockCensus_2012_Cattle,452,-83.80508778215693,-2339,0.019931125577884706,0.9800688744221153,0.01512513294493021,0.9848748670550698
KALABURAGI,14621,-20,LivestockCensus_2012_Cattle,8487,-41.953354763696055,-6134,0.1055400554409895,0.8944599445590105,0.10335915367022128,0.8966408463297787
YADGIRI,2673,-20,LivestockCensus_2012_Cattle,1437,-46.240179573512904,-1236,0.13121857857210248,0.8687814214278975,0.12110710576926091,0.8788928942307391
RAICHUR,723,-20,LivestockCensus_2012_Cattle,537,-25.72614107883817,-186,0.25992377987141646,0.7400762201285835,0.23056651011322674,0.7694334898867733
KOPPAL,190252,-20,LivestockCensus_2012_Cattle,151866,-20.17639761999874,-38386,0.11870122518296872,0.8812987748170313,0.11018701704518716,0.8898129829548128
VIJAYANAGARA,104045,-20,LivestockCensus_2012_Cattle,80930,-22.216348695276082,-23115,0.3053716320946721,0.6946283679053279,0.2949695834549054,0.7050304165450946
BENGALURU,2879,-20,AreaUnderCereals_Maize,2132,-25.946509204584927,-747,0.03982434326688501,0.960175656733115,0.037268969835306795,0.9627310301646932
BENGALURU(R),42583,-20,AreaUnderCereals_Maize,32748,-23.096071202122914,-9835,0.008581672125402659,0.9914183278745974,0.013501989316340932,0.986498010683659
RAMANAGARA,10450,-20,AreaUnderCereals_Maize,9135,-12.583732057416269,-1315,0.07660864232474762,0.9233913576752524,0.06803025979995879,0.9319697402000412
CHITRADURGA,271975,-20,AreaUnderCereals_Maize,210987,-22.424119863958083,-60988,0.14489911447171566,0.8551008855282843,0.1308316293372644,0.8691683706627356
DAVANAGERE,593544,-20,AreaUnderCereals_Maize,478837,-19.32577871227744,-114707,0.6682534628154498,0.33174653718455016,0.6441366023639312,0.3558633976360688
KOLAR,1759,-20,AreaUnderCereals_Maize,1335,-24.104604889141555,-424,0.12177361745717251,0.8782263825428275,0.0953940589978918,0.9046059410021082
CHIKKABALLAPURA,105491,-20,AreaUnderCereals_Maize,66212,-37.23445601994483,-39279,0.11527536290485627,0.8847246370951437,0.07509405001558694,0.924905949984413
SHIVAMOGGA,226532,-20,AreaUnderCereals_Maize,197539,-12.79863330566984,-28993,0.013504980254201882,0.9864950197457981,0.0508040483776373,0.9491959516223627
TUMAKURU,66868,-20,AreaUnderCereals_Maize,50854,-23.948675001495484,-16014,0.09076231681463982,0.9092376831853601,0.08143770847061543,0.9185622915293845
CHIKKAMAGALURU,61353,-20,AreaUnderCereals_Maize,40159,-34.54435805910062,-21194,0.2559670627379171,0.7440329372620829,0.2621886668976402,0.7378113331023598
DAKSHINA KANNADA,0,-20,AreaUnderCereals_Maize,0,,0,0.17408987370776222,0.8259101262922378,0.16070367112083314,0.8392963288791668
UDUPI,109,-20,AreaUnderCereals_Maize,102,-6.422018348623854,-7,0.13121899977086787,0.8687810002291321,0.12821579723239337,0.8717842027676066
HASSAN,333937,-20,AreaUnderCereals_Maize,269073,-19.424023094176444,-64864,0.47762227119359874,0.5223777288064013,0.4578320414665462,0.5421679585334538
KODAGU,17921,-20,AreaUnderCereals_Maize,15092,-15.785949444785446,-2829,0.23437071781255195,0.7656292821874481,0.2181914129165544,0.7818085870834456
MANDYA,19387,-20,AreaUnderCereals_Maize,15373,-20.704595863207302,-4014,0.2019597536155702,0.7980402463844298,0.18823291644871368,0.8117670835512864
MYSURU,137154,-20,AreaUnderCereals_Maize,106564,-22.303396182393513,-30590,0.012419045597293538,0.9875809544027064,0.005189757794791305,0.9948102422052088
CHAMARAJANAGAR,147886,-20,AreaUnderCereals_Maize,116241,-21.398239184236505,-31645,0.15537573176265507,0.8446242682373449,0.1437505613940537,0.8562494386059463
BELAGAVI,576758,-20,AreaUnderCereals_Maize,504034,-12.609101217495034,-72724,0.7253265132829243,0.2746734867170757,0.742789718959532,0.25721028104046795
VIJAYAPURA,226327,-20,AreaUnderCereals_Maize,204034,-9.849907434817764,-22293,0.09608756890811804,0.903912431091882,0.10869315389858453,0.8913068461014155
BAGALKOT,251699,-20,AreaUnderCereals_Maize,227136,-9.75887866062241,-24563,0.04244302023101909,0.9575569797689809,0.05713578074722209,0.9428642192527779
DHARAWAD,90634,-20,AreaUnderCereals_Maize,73501,-18.90350199704305,-17133,0.33286201191487064,0.6671379880851294,0.3318621506808059,0.6681378493191941
GADAG,138476,-20,AreaUnderCereals_Maize,119534,-13.678904647736791,-18942,0.18330281447421884,0.8166971855257812,0.1716082552665367,0.8283917447334633
HAVERI,413487,-20,AreaUnderCereals_Maize,318844,-22.8889904640291,-94643,0.38823575000336963,0.6117642499966304,0.3357078886526315,0.6642921113473685
UTTARA KANNADA,24088,-20,AreaUnderCereals_Maize,21550,-10.536366655596147,-2538,0.3999973043279016,0.6000026956720984,0.3908372564870734,0.6091627435129265
BALLARI,104045,-20,AreaUnderCereals_Maize,77467,-25.544716228554954,-26578,0.23687905674582324,0.7631209432541768,0.2341712351876886,0.7658287648123114
BIDAR,2791,-20,AreaUnderCereals_Maize,2054,-26.40630598351845,-737,0.019931125577884706,0.9800688744221153,0.022118265252746207,0.9778817347472538
KALABURAGI,14621,-20,AreaUnderCereals_Maize,13217,-9.602626359346147,-1404,0.1055400554409895,0.8944599445590105,0.11135218032241193,0.8886478196775881
YADGIRI,2673,-20,AreaUnderCereals_Maize,2160,-19.19191919191919,-513,0.13121857857210248,0.8687814214278975,0.1387693449786274,0.8612306550213726
RAICHUR,723,-20,AreaUnderCereals_Maize,-662,-191.56293222683266,-1385,0.25992377987141646,0.7400762201285835,0.26894051072328684,0.7310594892767132
KOPPAL,190252,-20,AreaUnderCereals_Maize,164559,-13.504720055505329,-25693,0.11870122518296872,0.8812987748170313,0.12754331320240303,0.8724566867975969
VIJAYANAGARA,104045,-20,AreaUnderCereals_Maize,77467,-25.544716228554954,-26578,0.3053716320946721,0.6946283679053279,0.2990004543989516,0.7009995456010484
BENGALURU,2879,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,2385,-17.15873567210837,-494,0.03982434326688501,0.960175656733115,0.03473211973522173,0.9652678802647783
BENGALURU(R),42583,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,33600,-21.095272761430618,-8983,0.008581672125402659,0.9914183278745974,0.020040577474471397,0.9799594225255286
RAMANAGARA,10450,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,8455,-19.090909090909093,-1995,0.07660864232474762,0.9233913576752524,0.05909034170406763,0.9409096582959324
CHITRADURGA,271975,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,193009,-29.034286239544077,-78966,0.14489911447171566,0.8551008855282843,0.06742642305277491,0.9325735769472251
DAVANAGERE,593544,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,536751,-9.568456592940034,-56793,0.6682534628154498,0.33174653718455016,0.6969988567014003,0.30300114329859973
KOLAR,1759,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,1195,-32.0636725412166,-564,0.12177361745717251,0.8782263825428275,0.08923411414231179,0.9107658858576883
CHIKKABALLAPURA,105491,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,64583,-38.7786635826753,-40908,0.11527536290485627,0.8847246370951437,0.07536455451410431,0.9246354454858957
SHIVAMOGGA,226532,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,209790,-7.3905673370649625,-16742,0.013504980254201882,0.9864950197457981,0.027494313005471838,0.9725056869945281
TUMAKURU,66868,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,37598,-43.772806125500985,-29270,0.09076231681463982,0.9092376831853601,0.11289698841468661,0.8871030115853134
CHIKKAMAGALURU,61353,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,52288,-14.775153619219925,-9065,0.2559670627379171,0.7440329372620829,0.24709302557690366,0.7529069744230963
DAKSHINA KANNADA,0,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,0,,0,0.17408987370776222,0.8259101262922378,0.1804570461908781,0.8195429538091219
UDUPI,109,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,108,-0.9174311926605505,-1,0.13121899977086787,0.8687810002291321,0.1324557383218662,0.8675442616781338
HASSAN,333937,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,317152,-5.026397194680434,-16785,0.47762227119359874,0.5223777288064013,0.5111308595605784,0.48886914043942165
KODAGU,17921,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,17894,-0.15066123542213047,-27,0.23437071781255195,0.7656292821874481,0.24481867135164476,0.7551813286483553
MANDYA,19387,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,18282,-5.699695672357766,-1105,0.2019597536155702,0.7980402463844298,0.19060569984965092,0.8093943001503491
MYSURU,137154,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,130750,-4.669203960511542,-6404,0.012419045597293538,0.9875809544027064,0.028261707942789094,0.9717382920572109
CHAMARAJANAGAR,147886,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,108994,-26.298635435402947,-38892,0.15537573176265507,0.8446242682373449,0.10525985668090666,0.8947401433190934
BELAGAVI,576758,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,487432,-15.487604853335368,-89326,0.7253265132829243,0.2746734867170757,0.6958228303254209,0.3041771696745791
VIJAYAPURA,226327,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,174343,-22.968536674811226,-51984,0.09608756890811804,0.903912431091882,0.07159744462516138,0.9284025553748386
BAGALKOT,251699,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,175957,-30.092292778278818,-75742,0.04244302023101909,0.9575569797689809,0.021263118280170856,0.9787368817198292
DHARAWAD,90634,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,82077,-9.441269280843834,-8557,0.33286201191487064,0.6671379880851294,0.3072965863128341,0.6927034136871659
GADAG,138476,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,114628,-17.221756838730176,-23848,0.18330281447421884,0.8166971855257812,0.16596123182417383,0.8340387681758261
HAVERI,413487,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,363278,-12.142824320958095,-50209,0.38823575000336963,0.6117642499966304,0.377805138163293,0.622194861836707
UTTARA KANNADA,24088,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,22737,-5.6086017934241115,-1351,0.3999973043279016,0.6000026956720984,0.38341800946807736,0.6165819905319226
BALLARI,104045,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,78726,-24.33466288625114,-25319,0.23687905674582324,0.7631209432541768,0.23840716778224108,0.761592832217759
BIDAR,2791,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,2293,-17.843067001074882,-498,0.019931125577884706,0.9800688744221153,0.020013004167668064,0.979986995832332
KALABURAGI,14621,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,13035,-10.847411257779905,-1586,0.1055400554409895,0.8944599445590105,0.0869329229630375,0.9130670770369624
YADGIRI,2673,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,2453,-8.23045267489712,-220,0.13121857857210248,0.8687814214278975,0.11222273766917373,0.8877772623308262
RAICHUR,723,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,688,-4.840940525587829,-35,0.25992377987141646,0.7400762201285835,0.2190207377350019,0.780979262264998
KOPPAL,190252,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,159759,-16.02768959064819,-30493,0.11870122518296872,0.8812987748170313,0.13044037179250714,0.8695596282074929
VIJAYANAGARA,104045,-20,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,78726,-24.33466288625114,-25319,0.3053716320946721,0.6946283679053279,0.3023732916504424,0.6976267083495575
